instant,dteday,yr,mnth,hr,holiday,weekday,weathersit,temp,Unnamed: 0,atemp,hum,windspeed,casual,registered,cnt
597,28-01-2011,0,1,1,False,5,2,0.2,596,0.2121,0.75,0.1343,1,2,3
598,28-01-2011,0,1,2,False,5,2,0.2,597,0.2121,0.75,0.1642,0,2,2
599,28-01-2011,0,1,3,False,5,2,0.2,598,0.2273,0.75,0.1045,1,0,1
600,28-01-2011,0,1,5,False,5,2,0.18,599,0.2121,0.8,0.1045,0,4,4
601,28-01-2011,0,1,6,False,5,2,0.18,600,0.197,0.8,0.1343,0,16,16
602,28-01-2011,0,1,7,False,5,2,0.16,601,0.197,0.86,0.0896,2,58,60
603,28-01-2011,0,1,8,False,5,2,0.16,602,0.197,0.86,0.0896,2,155,157
604,28-01-2011,0,1,9,False,5,3,0.18,603,0.2121,0.86,0.0896,6,95,101
605,28-01-2011,0,1,10,False,5,3,0.18,604,0.2121,0.86,0.1045,0,49,49
606,28-01-2011,0,1,11,False,5,3,0.18,605,0.2121,0.93,0.1045,0,30,30
607,28-01-2011,0,1,12,False,5,3,0.18,606,0.2121,0.93,0.1045,1,28,29
608,28-01-2011,0,1,13,False,5,3,0.18,607,0.2121,0.93,0.1045,0,31,31
609,28-01-2011,0,1,14,False,5,3,0.22,608,0.2727,0.8,0.0,2,36,38
610,28-01-2011,0,1,15,False,5,2,0.2,609,0.2576,0.86,0.0,1,40,41
